ID,Sample Type,TEQ,BDE-47,BDE-99,BDE-153,BDE-209
427,meat,0.00146784,0.815738025,0.750733138,0.199902248,11.87096774
428,meat,0.004016296,0.737675423,0.713514625,0.190202025,9.521924639
429,meat,0.000624914,1.008655454,0.777515491,0.268023999,4.510179994
430,meat,0.013908875,1.727967765,1.056410786,0.430313049,10.38382064
431,meat,0.013339713,1.66540078,0.691174237,0.34634665,19.22983442
432,meat,0.010422932,1.490234015,0.674866409,0.345955408,2.342454395
433,meat,0.079545204,24.89833172,57.46904724,5.425081296,667.9039684
434,meat,0.007296197,41.47410867,13.61732978,6.196554906,33.31726192
435,meat,0.021434949,27.72821472,15.88871343,3.152459801,79.92552217
436,meat,0.067750264,72.5564227,25.74984181,5.370175069,110.1476482
437,meat,0.012233481,44.89079806,19.82651205,2.782598518,76.28460001
438,meat,0.04441191,33.43715682,15.75795206,3.572640684,68.11783793
439,meat,0.012393847,12.61982989,6.232014759,2.648606272,39.08696359
440,meat,0.021333862,14.02312664,7.660299458,2.296641766,74.36282761
441,meat,0.043323022,24.25670437,11.76959808,3.639891401,128.5509869
442,meat,0.007730401,0,0,0,0
443,meat,0.026458058,0,0,0,0
444,meat,0.08161146,0,0,0,0
445,meat,0.018395083,0.663254522,0.511492894,0.630653876,124.0212886
446,meat,0.030751553,2.010352174,0.783233207,1.028496172,137.4429533
447,meat,0.016441222,0.597380075,0.469790344,0.838933449,29.62342448
448,meat,0.034726231,2.815172327,1.437376347,3.232234894,44.57728562
449,meat,0.004881183,0.748344585,0.45536062,1.257095355,182.0621771
450,meat,0.028833542,3.299782536,0.582801154,1.229522435,336.7222029
451,meat,0.076244706,0.359666003,0.506421898,0.523150549,79.89223659
452,meat,0.078679277,3.44048408,1.509167113,6.387343199,20.08152707
453,meat,0.039872322,0.826041871,0.29854125,0.32147606,282.7286708
454,meat,0.045057844,0.432046234,0.182403625,1.097282984,75.73183923
455,meat,0.006848683,0.439210134,0.187897384,0.258358903,0
456,meat,0.008608461,0,0.11527966,0.665564889,229.5511011
457,meat,0.026324269,2.469536484,0.980495854,0.576888889,67.31356965
458,meat,0.037709312,0.846686091,0.392677557,2.802905321,326.5109904
459,meat,0.018401047,0.207691809,0.069656638,0.341253619,134.1855242
